Order No;Item ID;Sales Date;Deilvery Date;Customer Id;City Id;Qty;Price;cost;DISC2;Dis Per;Gross Sales;Discount;Net Sales;Month Year;Sales Date time;Sales Date 1;Custom;COGS Amount
22593;25;10/4/2019 00:00;20/4/2019;2272;47;1;83;70;33;30;83;24.9;58.1;201904;4/10/2019;10/4/2019 00:00;4YOP;70
21906;42;8/4/2019 00:00;14/4/2019;175;65;1;83;70;4.4;4;83;3.32;79.68;201904;4/8/2019;8/4/2019 00:00;4YOP;70
22384;33;8/4/2019 00:00;17/4/2019;2877;28;1;83;70;26.4;24;83;19.92;63.08;201904;4/8/2019;8/4/2019 00:00;4YOP;70
2707;29;7/4/2019 00:00;15/4/2019;549;77;1;83;70;9.9;9;83;7.47;75.53;201904;4/7/2019;7/4/2019 00:00;4YOP;70
21412;52;7/4/2019 00:00;15/4/2019;2703;25;1;83;70;5.5;5;83;4.15;78.85;201904;4/7/2019;7/4/2019 00:00;4YOP;70
6129;6;6/4/2019 00:00;15/4/2019;361;87;1;83;70;12.1;11;83;9.13;73.87;201904;4/6/2019;6/4/2019 00:00;4YOP;70
6149;3;5/4/2019 00:00;7/4/2019;2236;59;1;83;70;39.6;36;83;29.88;53.12;201904;4/5/2019;5/4/2019 00:00;4YOP;70
2981;12;4/4/2019 00:00;11/4/2019;2091;72;1;83;70;46.2;42;83;34.86;48.14;201904;4/4/2019;4/4/2019 00:00;4YOP;70
2435;16;3/4/2019 00:00;12/4/2019;1594;50;1;83;70;16.5;15;83;12.45;70.55;201904;4/3/2019;3/4/2019 00:00;4YOP;70
8463;8;2/4/2019 00:00;8/4/2019;3891;47;1;83;70;17.6;16;83;13.28;69.72;201904;4/2/2019;2/4/2019 00:00;4YOP;70
9401;28;2/4/2019 00:00;3/4/2019;2447;56;1;83;70;28.6;26;83;21.58;61.42;201904;4/2/2019;2/4/2019 00:00;4YOP;70
19695;36;2/4/2019 00:00;10/4/2019;4447;86;1;83;70;22;20;83;16.6;66.4;201904;4/2/2019;2/4/2019 00:00;4YOP;70
26550;34;2/4/2019 00:00;4/4/2019;3847;72;1;83;70;48.4;44;83;36.52;46.48;201904;4/2/2019;2/4/2019 00:00;4YOP;70
10692;16;1/4/2019 00:00;8/4/2019;1090;59;1;83;70;13.2;12;83;9.96;73.04;201904;4/1/2019;1/4/2019 00:00;4YOP;70
17707;26;1/4/2019 00:00;3/4/2019;1957;69;1;83;70;17.6;16;83;13.28;69.72;201904;4/1/2019;1/4/2019 00:00;4YOP;70
20400;13;1/4/2019 00:00;4/4/2019;3869;77;1;83;70;5.5;5;83;4.15;78.85;201904;4/1/2019;1/4/2019 00:00;4YOP;70
29054;29;1/4/2019 00:00;3/4/2019;255;59;1;83;70;31.9;29;83;24.07;58.93;201904;4/1/2019;1/4/2019 00:00;4YOP;70
23266;53;31/3/2019 00:00;3/4/2019;1877;81;1;83;70;18.7;17;83;14.11;68.89;201903;3/31/2019;31/3/2019 00:00;4YOP;70
6411;11;30/3/2019 00:00;30/3/2019;342;8;1;83;70;7.7;7;83;5.81;77.19;201903;3/30/2019;30/3/2019 00:00;4YOP;70
25764;24;30/3/2019 00:00;2/4/2019;3696;32;1;83;70;27.5;25;83;20.75;62.25;201903;3/30/2019;30/3/2019 00:00;4YOP;70
3853;11;27/3/2019 00:00;2/4/2019;3646;72;1;83;70;18.7;17;83;14.11;68.89;201903;3/27/2019;27/3/2019 00:00;4YOP;70
9395;3;27/3/2019 00:00;3/4/2019;3504;13;1;83;70;42.9;39;83;32.37;50.63;201903;3/27/2019;27/3/2019 00:00;4YOP;70
9115;3;26/3/2019 00:00;2/4/2019;2219;97;1;83;70;9.9;9;83;7.47;75.53;201903;3/26/2019;26/3/2019 00:00;4YOP;70
21971;53;26/3/2019 00:00;1/4/2019;2608;31;1;83;70;46.2;42;83;34.86;48.14;201903;3/26/2019;26/3/2019 00:00;4YOP;70
12880;33;24/3/2019 00:00;25/3/2019;2244;16;1;83;70;16.5;15;83;12.45;70.55;201903;3/24/2019;24/3/2019 00:00;4YOP;70
26253;33;24/3/2019 00:00;2/4/2019;2515;30;1;83;70;26.4;24;83;19.92;63.08;201903;3/24/2019;24/3/2019 00:00;4YOP;70
9056;1;23/3/2019 00:00;29/3/2019;45;68;1;83;70;12.1;11;83;9.13;73.87;201903;3/23/2019;23/3/2019 00:00;4YOP;70
10712;32;23/3/2019 00:00;25/3/2019;1202;56;1;83;70;22;20;83;16.6;66.4;201903;3/23/2019;23/3/2019 00:00;4YOP;70
19563;34;22/3/2019 00:00;22/3/2019;3974;6;1;83;70;39.6;36;83;29.88;53.12;201903;3/22/2019;22/3/2019 00:00;4YOP;70
23855;53;21/3/2019 00:00;23/3/2019;527;2;1;83;70;45.1;41;83;34.03;48.97;201903;3/21/2019;21/3/2019 00:00;4YOP;70
5883;3;19/3/2019 00:00;21/3/2019;1341;50;1;83;70;37.4;34;83;28.22;54.78;201903;3/19/2019;19/3/2019 00:00;4YOP;70
23123;20;17/3/2019 00:00;24/3/2019;1105;67;1;83;70;31.9;29;83;24.07;58.93;201903;3/17/2019;17/3/2019 00:00;4YOP;70
28418;18;14/3/2019 00:00;23/3/2019;2167;32;1;83;70;31.9;29;83;24.07;58.93;201903;3/14/2019;14/3/2019 00:00;4YOP;70
1572;6;13/3/2019 00:00;21/3/2019;2318;60;1;83;70;5.5;5;83;4.15;78.85;201903;3/13/2019;13/3/2019 00:00;4YOP;70
3283;17;13/3/2019 00:00;14/3/2019;1106;59;1;83;70;4.4;4;83;3.32;79.68;201903;3/13/2019;13/3/2019 00:00;4YOP;70
20169;16;13/3/2019 00:00;20/3/2019;5793;35;1;83;70;16.5;15;83;12.45;70.55;201903;3/13/2019;13/3/2019 00:00;4YOP;70
2798;2;11/3/2019 00:00;13/3/2019;2684;11;1;83;70;16.5;15;83;12.45;70.55;201903;3/11/2019;11/3/2019 00:00;4YOP;70
28035;52;11/3/2019 00:00;20/3/2019;3780;69;1;83;70;26.4;24;83;19.92;63.08;201903;3/11/2019;11/3/2019 00:00;4YOP;70
14379;13;10/3/2019 00:00;12/3/2019;696;28;1;83;70;45.1;41;83;34.03;48.97;201903;3/10/2019;10/3/2019 00:00;4YOP;70
2375;22;8/3/2019 00:00;12/3/2019;1950;19;1;83;70;6.6;6;83;4.98;78.02;201903;3/8/2019;8/3/2019 00:00;4YOP;70
17603;21;8/3/2019 00:00;16/3/2019;2878;6;1;83;70;24.2;22;83;18.26;64.74;201903;3/8/2019;8/3/2019 00:00;4YOP;70
1;4;7/3/2019 00:00;12/3/2019;3586;36;1;83;70;40.7;37;83;30.71;52.29;201903;3/7/2019;7/3/2019 00:00;4YOP;70
29843;38;7/3/2019 00:00;10/3/2019;1081;1;1;83;70;14.3;13;83;10.79;72.21;201903;3/7/2019;7/3/2019 00:00;4YOP;70
22129;23;6/3/2019 00:00;11/3/2019;662;55;1;83;70;49.5;45;83;37.35;45.65;201903;3/6/2019;6/3/2019 00:00;4YOP;70
7176;15;4/3/2019 00:00;9/3/2019;1587;23;1;83;70;49.5;45;83;37.35;45.65;201903;3/4/2019;4/3/2019 00:00;4YOP;70
15917;25;4/3/2019 00:00;6/3/2019;1268;30;1;83;70;6.6;6;83;4.98;78.02;201903;3/4/2019;4/3/2019 00:00;4YOP;70
9030;7;3/3/2019 00:00;12/3/2019;3771;68;1;83;70;34.1;31;83;25.73;57.27;201903;3/3/2019;3/3/2019 00:00;4YOP;70
26142;31;3/3/2019 00:00;8/3/2019;2611;19;1;83;70;28.6;26;83;21.58;61.42;201903;3/3/2019;3/3/2019 00:00;4YOP;70
3500;1;1/3/2019 00:00;8/3/2019;1538;100;1;83;70;14.3;13;83;10.79;72.21;201903;3/1/2019;1/3/2019 00:00;4YOP;70
26232;18;1/3/2019 00:00;8/3/2019;5461;26;1;83;70;38.5;35;83;29.05;53.95;201903;3/1/2019;1/3/2019 00:00;4YOP;70
23065;21;28/2/2019 00:00;9/3/2019;2756;37;1;83;70;41.8;38;83;31.54;51.46;201902;2/28/2019;28/2/2019 00:00;4YOP;70
22908;36;27/2/2019 00:00;1/3/2019;6357;22;1;83;70;11;10;83;8.3;74.7;201902;2/27/2019;27/2/2019 00:00;4YOP;70
23590;17;27/2/2019 00:00;28/2/2019;6122;87;1;83;70;5.5;5;83;4.15;78.85;201902;2/27/2019;27/2/2019 00:00;4YOP;70
5456;23;26/2/2019 00:00;1/3/2019;738;95;1;83;70;19.8;18;83;14.94;68.06;201902;2/26/2019;26/2/2019 00:00;4YOP;70
1628;29;25/2/2019 00:00;1/3/2019;947;65;1;83;70;5.5;5;83;4.15;78.85;201902;2/25/2019;25/2/2019 00:00;4YOP;70
4568;12;25/2/2019 00:00;1/3/2019;735;27;1;83;70;22;20;83;16.6;66.4;201902;2/25/2019;25/2/2019 00:00;4YOP;70
4646;8;24/2/2019 00:00;2/3/2019;263;25;1;83;70;48.4;44;83;36.52;46.48;201902;2/24/2019;24/2/2019 00:00;4YOP;70
11854;22;24/2/2019 00:00;28/2/2019;472;49;1;83;70;18.7;17;83;14.11;68.89;201902;2/24/2019;24/2/2019 00:00;4YOP;70
8710;6;22/2/2019 00:00;24/2/2019;1786;57;1;83;70;40.7;37;83;30.71;52.29;201902;2/22/2019;22/2/2019 00:00;4YOP;70
10571;13;22/2/2019 00:00;24/2/2019;4681;75;1;83;70;37.4;34;83;28.22;54.78;201902;2/22/2019;22/2/2019 00:00;4YOP;70
18391;17;22/2/2019 00:00;24/2/2019;3642;18;1;83;70;20.9;19;83;15.77;67.23;201902;2/22/2019;22/2/2019 00:00;4YOP;70
7886;12;20/2/2019 00:00;24/2/2019;2870;53;1;83;70;25.3;23;83;19.09;63.91;201902;2/20/2019;20/2/2019 00:00;4YOP;70
29877;29;17/2/2019 00:00;23/2/2019;3827;22;1;83;70;30.8;28;83;23.24;59.76;201902;2/17/2019;17/2/2019 00:00;4YOP;70
2410;7;16/2/2019 00:00;25/2/2019;838;85;1;83;70;37.4;34;83;28.22;54.78;201902;2/16/2019;16/2/2019 00:00;4YOP;70
6552;2;13/2/2019 00:00;17/2/2019;3159;85;1;83;70;35.2;32;83;26.56;56.44;201902;2/13/2019;13/2/2019 00:00;4YOP;70
25484;21;13/2/2019 00:00;21/2/2019;2582;55;1;83;70;16.5;15;83;12.45;70.55;201902;2/13/2019;13/2/2019 00:00;4YOP;70
2327;21;12/2/2019 00:00;13/2/2019;3868;76;1;83;70;8.8;8;83;6.64;76.36;201902;2/12/2019;12/2/2019 00:00;4YOP;70
29733;53;12/2/2019 00:00;19/2/2019;4373;35;1;83;70;46.2;42;83;34.86;48.14;201902;2/12/2019;12/2/2019 00:00;4YOP;70
22338;27;11/2/2019 00:00;11/2/2019;5599;90;1;83;70;31.9;29;83;24.07;58.93;201902;2/11/2019;11/2/2019 00:00;4YOP;70
16913;16;10/2/2019 00:00;10/2/2019;1843;61;1;83;70;49.5;45;83;37.35;45.65;201902;2/10/2019;10/2/2019 00:00;4YOP;70
23694;29;10/2/2019 00:00;14/2/2019;203;18;1;83;70;40.7;37;83;30.71;52.29;201902;2/10/2019;10/2/2019 00:00;4YOP;70
8851;29;9/2/2019 00:00;17/2/2019;3963;8;1;83;70;3.3;3;83;2.49;80.51;201902;2/9/2019;9/2/2019 00:00;4YOP;70
24809;43;8/2/2019 00:00;15/2/2019;5364;16;1;83;70;31.9;29;83;24.07;58.93;201902;2/8/2019;8/2/2019 00:00;4YOP;70
27861;38;8/2/2019 00:00;8/2/2019;878;15;1;83;70;2.2;2;83;1.66;81.34;201902;2/8/2019;8/2/2019 00:00;4YOP;70
9425;27;7/2/2019 00:00;9/2/2019;1182;62;1;83;70;27.5;25;83;20.75;62.25;201902;2/7/2019;7/2/2019 00:00;4YOP;70
5663;5;5/2/2019 00:00;7/2/2019;2256;31;1;83;70;15.4;14;83;11.62;71.38;201902;2/5/2019;5/2/2019 00:00;4YOP;70
24866;33;4/2/2019 00:00;13/2/2019;723;38;1;83;70;19.8;18;83;14.94;68.06;201902;2/4/2019;4/2/2019 00:00;4YOP;70
12398;16;3/2/2019 00:00;4/2/2019;2331;53;1;83;70;20.9;19;83;15.77;67.23;201902;2/3/2019;3/2/2019 00:00;4YOP;70
1543;23;31/1/2019 00:00;4/2/2019;1408;77;1;83;70;47.3;43;83;35.69;47.31;201901;1/31/2019;31/1/2019 00:00;4YOP;70
7843;26;30/1/2019 00:00;4/2/2019;953;26;1;83;70;20.9;19;83;15.77;67.23;201901;1/30/2019;30/1/2019 00:00;4YOP;70
4337;19;27/1/2019 00:00;30/1/2019;1256;43;1;83;70;20.9;19;83;15.77;67.23;201901;1/27/2019;27/1/2019 00:00;4YOP;70
16784;19;27/1/2019 00:00;6/2/2019;2491;53;1;83;70;35.2;32;83;26.56;56.44;201901;1/27/2019;27/1/2019 00:00;4YOP;70
20628;53;26/1/2019 00:00;26/1/2019;460;20;1;83;70;49.5;45;83;37.35;45.65;201901;1/26/2019;26/1/2019 00:00;4YOP;70
7278;15;25/1/2019 00:00;29/1/2019;3222;34;1;83;70;40.7;37;83;30.71;52.29;201901;1/25/2019;25/1/2019 00:00;4YOP;70
4801;17;23/1/2019 00:00;25/1/2019;2226;55;1;83;70;37.4;34;83;28.22;54.78;201901;1/23/2019;23/1/2019 00:00;4YOP;70
24975;25;23/1/2019 00:00;28/1/2019;1412;3;1;83;70;35.2;32;83;26.56;56.44;201901;1/23/2019;23/1/2019 00:00;4YOP;70
26615;42;21/1/2019 00:00;30/1/2019;1908;21;1;83;70;8.8;8;83;6.64;76.36;201901;1/21/2019;21/1/2019 00:00;4YOP;70
7583;17;20/1/2019 00:00;28/1/2019;513;22;1;83;70;2.2;2;83;1.66;81.34;201901;1/20/2019;20/1/2019 00:00;4YOP;70
15114;16;17/1/2019 00:00;27/1/2019;2968;38;1;83;70;19.8;18;83;14.94;68.06;201901;1/17/2019;17/1/2019 00:00;4YOP;70
22664;51;16/1/2019 00:00;24/1/2019;5294;53;1;83;70;45.1;41;83;34.03;48.97;201901;1/16/2019;16/1/2019 00:00;4YOP;70
1332;14;15/1/2019 00:00;23/1/2019;2769;3;1;83;70;33;30;83;24.9;58.1;201901;1/15/2019;15/1/2019 00:00;4YOP;70
3565;26;15/1/2019 00:00;19/1/2019;457;71;1;83;70;12.1;11;83;9.13;73.87;201901;1/15/2019;15/1/2019 00:00;4YOP;70
9479;15;15/1/2019 00:00;16/1/2019;1530;29;1;83;70;34.1;31;83;25.73;57.27;201901;1/15/2019;15/1/2019 00:00;4YOP;70
5874;20;14/1/2019 00:00;24/1/2019;1047;77;1;83;70;39.6;36;83;29.88;53.12;201901;1/14/2019;14/1/2019 00:00;4YOP;70
18432;16;13/1/2019 00:00;19/1/2019;4490;52;1;83;70;47.3;43;83;35.69;47.31;201901;1/13/2019;13/1/2019 00:00;4YOP;70
28401;49;13/1/2019 00:00;19/1/2019;3198;90;1;83;70;8.8;8;83;6.64;76.36;201901;1/13/2019;13/1/2019 00:00;4YOP;70
6507;7;12/1/2019 00:00;21/1/2019;1073;65;1;83;70;2.2;2;83;1.66;81.34;201901;1/12/2019;12/1/2019 00:00;4YOP;70
7224;20;12/1/2019 00:00;18/1/2019;2093;19;1;83;70;18.7;17;83;14.11;68.89;201901;1/12/2019;12/1/2019 00:00;4YOP;70
21955;11;11/1/2019 00:00;15/1/2019;4767;93;1;83;70;35.2;32;83;26.56;56.44;201901;1/11/2019;11/1/2019 00:00;4YOP;70
1742;3;9/1/2019 00:00;15/1/2019;3554;1;1;83;70;2.2;2;83;1.66;81.34;201901;1/9/2019;9/1/2019 00:00;4YOP;70
3685;13;9/1/2019 00:00;16/1/2019;2942;54;1;83;70;11;10;83;8.3;74.7;201901;1/9/2019;9/1/2019 00:00;4YOP;70
13636;26;9/1/2019 00:00;13/1/2019;2676;25;1;83;70;15.4;14;83;11.62;71.38;201901;1/9/2019;9/1/2019 00:00;4YOP;70
28728;47;9/1/2019 00:00;15/1/2019;2028;18;1;83;70;16.5;15;83;12.45;70.55;201901;1/9/2019;9/1/2019 00:00;4YOP;70
3443;7;8/1/2019 00:00;17/1/2019;3429;99;1;83;70;24.2;22;83;18.26;64.74;201901;1/8/2019;8/1/2019 00:00;4YOP;70
3727;23;7/1/2019 00:00;14/1/2019;3433;94;1;83;70;19.8;18;83;14.94;68.06;201901;1/7/2019;7/1/2019 00:00;4YOP;70
9476;27;7/1/2019 00:00;12/1/2019;1183;51;1;83;70;2.2;2;83;1.66;81.34;201901;1/7/2019;7/1/2019 00:00;4YOP;70
21528;31;7/1/2019 00:00;17/1/2019;2110;25;1;83;70;26.4;24;83;19.92;63.08;201901;1/7/2019;7/1/2019 00:00;4YOP;70
18982;22;6/1/2019 00:00;9/1/2019;1349;53;1;83;70;29.7;27;83;22.41;60.59;201901;1/6/2019;6/1/2019 00:00;4YOP;70
3117;5;5/1/2019 00:00;5/1/2019;2305;28;1;83;70;40.7;37;83;30.71;52.29;201901;1/5/2019;5/1/2019 00:00;4YOP;70
25286;28;4/1/2019 00:00;7/1/2019;6134;22;1;83;70;48.4;44;83;36.52;46.48;201901;1/4/2019;4/1/2019 00:00;4YOP;70
2250;6;3/1/2019 00:00;12/1/2019;213;80;1;83;70;33;30;83;24.9;58.1;201901;1/3/2019;3/1/2019 00:00;4YOP;70
13258;39;3/1/2019 00:00;4/1/2019;93;61;1;83;70;36.3;33;83;27.39;55.61;201901;1/3/2019;3/1/2019 00:00;4YOP;70
27584;19;3/1/2019 00:00;6/1/2019;3087;9;1;83;70;41.8;38;83;31.54;51.46;201901;1/3/2019;3/1/2019 00:00;4YOP;70
11322;17;2/1/2019 00:00;7/1/2019;4684;80;1;83;70;9.9;9;83;7.47;75.53;201901;1/2/2019;2/1/2019 00:00;4YOP;70
24726;18;2/1/2019 00:00;12/1/2019;4585;91;1;83;70;27.5;25;83;20.75;62.25;201901;1/2/2019;2/1/2019 00:00;4YOP;70
1157;23;31/12/2018 00:00;3/1/2019;3906;37;1;83;70;16.5;15;83;12.45;70.55;201812;12/31/2018;31/12/2018 00:00;4YOP;70
4140;12;31/12/2018 00:00;9/1/2019;3590;79;1;83;70;31.9;29;83;24.07;58.93;201812;12/31/2018;31/12/2018 00:00;4YOP;70
6637;10;30/12/2018 00:00;6/1/2019;721;100;1;83;70;45.1;41;83;34.03;48.97;201812;12/30/2018;30/12/2018 00:00;4YOP;70
2754;10;29/12/2018 00:00;4/1/2019;3036;47;1;83;70;15.4;14;83;11.62;71.38;201812;12/29/2018;29/12/2018 00:00;4YOP;70
23562;24;26/12/2018 00:00;4/1/2019;2519;30;1;83;70;40.7;37;83;30.71;52.29;201812;12/26/2018;26/12/2018 00:00;4YOP;70
28051;30;26/12/2018 00:00;31/12/2018;91;89;1;83;70;5.5;5;83;4.15;78.85;201812;12/26/2018;26/12/2018 00:00;4YOP;70
2257;12;25/12/2018 00:00;29/12/2018;2657;26;1;83;70;44;40;83;33.2;49.8;201812;12/25/2018;25/12/2018 00:00;4YOP;70
7010;5;25/12/2018 00:00;1/1/2019;2753;5;1;83;70;12.1;11;83;9.13;73.87;201812;12/25/2018;25/12/2018 00:00;4YOP;70
2903;15;24/12/2018 00:00;25/12/2018;3013;51;1;83;70;46.2;42;83;34.86;48.14;201812;12/24/2018;24/12/2018 00:00;4YOP;70
5954;18;24/12/2018 00:00;30/12/2018;2635;18;1;83;70;14.3;13;83;10.79;72.21;201812;12/24/2018;24/12/2018 00:00;4YOP;70
5908;10;22/12/2018 00:00;28/12/2018;659;22;1;83;70;34.1;31;83;25.73;57.27;201812;12/22/2018;22/12/2018 00:00;4YOP;70
5824;1;21/12/2018 00:00;24/12/2018;2902;11;1;83;70;16.5;15;83;12.45;70.55;201812;12/21/2018;21/12/2018 00:00;4YOP;70
18223;16;21/12/2018 00:00;26/12/2018;18;90;1;83;70;38.5;35;83;29.05;53.95;201812;12/21/2018;21/12/2018 00:00;4YOP;70
26529;26;21/12/2018 00:00;23/12/2018;178;51;1;83;70;29.7;27;83;22.41;60.59;201812;12/21/2018;21/12/2018 00:00;4YOP;70
22787;41;20/12/2018 00:00;24/12/2018;4563;53;1;83;70;30.8;28;83;23.24;59.76;201812;12/20/2018;20/12/2018 00:00;4YOP;70
9205;28;19/12/2018 00:00;28/12/2018;1109;21;1;83;70;22;20;83;16.6;66.4;201812;12/19/2018;19/12/2018 00:00;4YOP;70
26199;19;19/12/2018 00:00;27/12/2018;5515;58;1;83;70;14.3;13;83;10.79;72.21;201812;12/19/2018;19/12/2018 00:00;4YOP;70
9283;3;18/12/2018 00:00;24/12/2018;3078;28;1;83;70;4.4;4;83;3.32;79.68;201812;12/18/2018;18/12/2018 00:00;4YOP;70
17829;10;18/12/2018 00:00;21/12/2018;369;64;1;83;70;46.2;42;83;34.86;48.14;201812;12/18/2018;18/12/2018 00:00;4YOP;70
5448;17;17/12/2018 00:00;23/12/2018;2715;17;1;83;70;29.7;27;83;22.41;60.59;201812;12/17/2018;17/12/2018 00:00;4YOP;70
21939;53;15/12/2018 00:00;16/12/2018;3821;28;1;83;70;15.4;14;83;11.62;71.38;201812;12/15/2018;15/12/2018 00:00;4YOP;70
4187;14;14/12/2018 00:00;17/12/2018;439;15;1;83;70;3.3;3;83;2.49;80.51;201812;12/14/2018;14/12/2018 00:00;4YOP;70
23571;35;14/12/2018 00:00;14/12/2018;654;48;1;83;70;2.2;2;83;1.66;81.34;201812;12/14/2018;14/12/2018 00:00;4YOP;70
707;19;13/12/2018 00:00;17/12/2018;747;69;1;83;70;13.2;12;83;9.96;73.04;201812;12/13/2018;13/12/2018 00:00;4YOP;70
6238;12;13/12/2018 00:00;22/12/2018;2486;24;1;83;70;11;10;83;8.3;74.7;201812;12/13/2018;13/12/2018 00:00;4YOP;70
7068;18;11/12/2018 00:00;12/12/2018;1136;62;1;83;70;28.6;26;83;21.58;61.42;201812;12/11/2018;11/12/2018 00:00;4YOP;70
7546;6;11/12/2018 00:00;14/12/2018;1184;52;1;83;70;40.7;37;83;30.71;52.29;201812;12/11/2018;11/12/2018 00:00;4YOP;70
9430;7;11/12/2018 00:00;20/12/2018;3399;40;1;83;70;48.4;44;83;36.52;46.48;201812;12/11/2018;11/12/2018 00:00;4YOP;70
20541;55;11/12/2018 00:00;21/12/2018;5311;46;1;83;70;2.2;2;83;1.66;81.34;201812;12/11/2018;11/12/2018 00:00;4YOP;70
2215;11;10/12/2018 00:00;15/12/2018;369;64;1;83;70;20.9;19;83;15.77;67.23;201812;12/10/2018;10/12/2018 00:00;4YOP;70
23649;55;10/12/2018 00:00;14/12/2018;4329;17;1;83;70;41.8;38;83;31.54;51.46;201812;12/10/2018;10/12/2018 00:00;4YOP;70
8219;12;9/12/2018 00:00;13/12/2018;25;96;1;83;70;36.3;33;83;27.39;55.61;201812;12/9/2018;9/12/2018 00:00;4YOP;70
24145;31;6/12/2018 00:00;7/12/2018;5540;1;1;83;70;12.1;11;83;9.13;73.87;201812;12/6/2018;6/12/2018 00:00;4YOP;70
5993;27;5/12/2018 00:00;7/12/2018;92;96;1;83;70;36.3;33;83;27.39;55.61;201812;12/5/2018;5/12/2018 00:00;4YOP;70
18592;7;4/12/2018 00:00;7/12/2018;2298;47;1;83;70;11;10;83;8.3;74.7;201812;12/4/2018;4/12/2018 00:00;4YOP;70
209;26;3/12/2018 00:00;9/12/2018;1118;46;1;83;70;8.8;8;83;6.64;76.36;201812;12/3/2018;3/12/2018 00:00;4YOP;70
10828;12;3/12/2018 00:00;10/12/2018;1645;65;1;83;70;16.5;15;83;12.45;70.55;201812;12/3/2018;3/12/2018 00:00;4YOP;70
13084;6;2/12/2018 00:00;7/12/2018;1601;6;1;83;70;47.3;43;83;35.69;47.31;201812;12/2/2018;2/12/2018 00:00;4YOP;70
27882;25;1/12/2018 00:00;10/12/2018;2907;43;1;83;70;23.1;21;83;17.43;65.57;201812;12/1/2018;1/12/2018 00:00;4YOP;70
22696;40;27/11/2018 00:00;4/12/2018;1526;74;1;83;70;47.3;43;83;35.69;47.31;201811;11/27/2018;27/11/2018 00:00;4YOP;70
8573;17;26/11/2018 00:00;4/12/2018;904;96;1;83;70;23.1;21;83;17.43;65.57;201811;11/26/2018;26/11/2018 00:00;4YOP;70
12236;36;26/11/2018 00:00;28/11/2018;4555;39;1;83;70;34.1;31;83;25.73;57.27;201811;11/26/2018;26/11/2018 00:00;4YOP;70
15571;31;24/11/2018 00:00;27/11/2018;1046;65;1;83;70;18.7;17;83;14.11;68.89;201811;11/24/2018;24/11/2018 00:00;4YOP;70
9549;5;23/11/2018 00:00;29/11/2018;3247;57;1;83;70;4.4;4;83;3.32;79.68;201811;11/23/2018;23/11/2018 00:00;4YOP;70
15130;15;23/11/2018 00:00;24/11/2018;4190;88;1;83;70;30.8;28;83;23.24;59.76;201811;11/23/2018;23/11/2018 00:00;4YOP;70
785;9;22/11/2018 00:00;27/11/2018;2713;40;1;83;70;28.6;26;83;21.58;61.42;201811;11/22/2018;22/11/2018 00:00;4YOP;70
16824;20;22/11/2018 00:00;26/11/2018;4878;58;1;83;70;3.3;3;83;2.49;80.51;201811;11/22/2018;22/11/2018 00:00;4YOP;70
21435;30;22/11/2018 00:00;2/12/2018;825;21;1;83;70;1.1;1;83;0.83;82.17;201811;11/22/2018;22/11/2018 00:00;4YOP;70
8480;11;19/11/2018 00:00;20/11/2018;1004;71;1;83;70;4.4;4;83;3.32;79.68;201811;11/19/2018;19/11/2018 00:00;4YOP;70
1305;1;18/11/2018 00:00;21/11/2018;1510;75;1;83;70;14.3;13;83;10.79;72.21;201811;11/18/2018;18/11/2018 00:00;4YOP;70
5806;1;18/11/2018 00:00;20/11/2018;2804;9;1;83;70;7.7;7;83;5.81;77.19;201811;11/18/2018;18/11/2018 00:00;4YOP;70
2918;19;16/11/2018 00:00;19/11/2018;723;38;1;83;70;48.4;44;83;36.52;46.48;201811;11/16/2018;16/11/2018 00:00;4YOP;70
10535;8;15/11/2018 00:00;18/11/2018;1812;95;1;83;70;40.7;37;83;30.71;52.29;201811;11/15/2018;15/11/2018 00:00;4YOP;70
1730;13;14/11/2018 00:00;16/11/2018;702;23;1;83;70;45.1;41;83;34.03;48.97;201811;11/14/2018;14/11/2018 00:00;4YOP;70
5096;30;14/11/2018 00:00;21/11/2018;577;97;1;83;70;9.9;9;83;7.47;75.53;201811;11/14/2018;14/11/2018 00:00;4YOP;70
17269;13;14/11/2018 00:00;15/11/2018;1088;88;1;83;70;41.8;38;83;31.54;51.46;201811;11/14/2018;14/11/2018 00:00;4YOP;70
6767;6;13/11/2018 00:00;16/11/2018;523;47;1;83;70;19.8;18;83;14.94;68.06;201811;11/13/2018;13/11/2018 00:00;4YOP;70
22048;19;13/11/2018 00:00;21/11/2018;3168;32;1;83;70;33;30;83;24.9;58.1;201811;11/13/2018;13/11/2018 00:00;4YOP;70
6;11;12/11/2018 00:00;14/11/2018;1788;55;1;83;70;48.4;44;83;36.52;46.48;201811;11/12/2018;12/11/2018 00:00;4YOP;70
3962;5;12/11/2018 00:00;14/11/2018;2830;23;1;83;70;5.5;5;83;4.15;78.85;201811;11/12/2018;12/11/2018 00:00;4YOP;70
10528;7;11/11/2018 00:00;15/11/2018;3921;60;1;83;70;11;10;83;8.3;74.7;201811;11/11/2018;11/11/2018 00:00;4YOP;70
2458;28;7/11/2018 00:00;9/11/2018;1875;29;1;83;70;6.6;6;83;4.98;78.02;201811;11/7/2018;7/11/2018 00:00;4YOP;70
9465;14;7/11/2018 00:00;15/11/2018;3460;98;1;83;70;33;30;83;24.9;58.1;201811;11/7/2018;7/11/2018 00:00;4YOP;70
21292;22;7/11/2018 00:00;17/11/2018;3824;67;1;83;70;35.2;32;83;26.56;56.44;201811;11/7/2018;7/11/2018 00:00;4YOP;70
